Id,ConfirmedCases,Fatalities
245,0,0
246,0,0
247,0,0
248,0,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,0,0
255,0,0
256,0,0
257,0,0
258,0,0
259,0,0
260,0,0
261,0,0
262,0,0
263,0,0
264,0,0
265,0,0
266,0,0
267,0,0
268,0,0
269,0,0
270,0,0
271,0,0
272,1,0
273,1,0
274,1,0
275,1,0
276,1,0
277,1,0
278,1,0
279,1,0
280,1,0
281,1,0
282,1,0
283,1,0
284,1,0
285,1,0
286,2,0
287,39,0
288,39,0
289,53,0
290,75,0
291,88,0
292,113,1
293,133,1
294,164,1
295,188,1
296,224,3
297,267,3
298,308,3
299,334,6
300,370,8
301,376,12
302,390,14
303,428,15
304,439,16
305,466,17
306,501,18
307,525,21
308,545,22
309,0,0
310,0,0
311,0,0
312,0,0
313,0,0
314,0,0
315,0,0
316,0,0
317,0,0
318,0,0
319,0,0
320,0,0
321,0,0
322,0,0
323,0,0
324,0,0
325,0,0
326,0,0
327,0,0
328,0,0
329,0,0
330,0,0
331,0,0
332,0,0
333,0,0
334,0,0
335,0,0
336,0,0
337,0,0
338,0,0
339,0,0
340,0,0
341,0,0
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,0
348,0,0
349,0,0
350,0,0
351,0,0
352,0,0
353,0,0
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,0
360,0,0
361,0,0
362,0,0
363,0,0
364,0,0
365,0,0
366,0,0
367,1,0
368,2,0
369,2,0
370,3,0
371,3,0
372,3,0
373,4,0
374,4,0
375,5,0
376,7,2
377,7,2
378,7,2
379,8,2
380,8,2
381,8,2
382,10,2
383,14,2
384,16,2
385,17,2
386,0,0
387,0,0
388,0,0
389,0,0
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,0,0
396,0,0
397,0,0
398,0,0
399,0,0
400,0,0
401,0,0
402,0,0
403,0,0
404,0,0
405,0,0
406,0,0
407,0,0
408,0,0
409,0,0
410,0,0
411,0,0
412,0,0
413,0,0
414,0,0
415,0,0
416,0,0
417,0,0
418,0,0
419,0,0
420,0,0
421,0,0
422,0,0
423,0,0
424,0,0
425,0,0
426,0,0
427,0,0
428,0,0
429,0,0
430,0,0
431,0,0
432,0,0
433,0,0
434,0,0
435,0,0
436,0,0
437,1,0
438,1,0
439,1,0
440,1,0
441,1,0
442,1,0
443,1,0
444,1,0
445,1,0
446,1,0
447,3,0
448,3,0
449,3,0
450,7,0
451,7,0
452,7,0
453,7,0
454,7,0
455,7,0
456,7,0
457,9,0
458,15,0
459,15,0
460,15,0
461,15,0
462,19,1
463,0,0
464,0,0
465,0,0
466,0,0
467,0,0
468,0,0
469,0,0
470,0,0
471,0,0
472,0,0
473,0,0
474,0,0
475,0,0
476,0,0
477,0,0
478,0,0
479,0,0
480,0,0
481,0,0
482,0,0
483,0,0
484,0,0
485,0,0
486,0,0
487,0,0
488,0,0
489,0,0
490,0,0
491,0,0
492,0,0
493,0,0
494,0,0
495,0,0
496,0,0
497,0,0
498,0,0
499,0,0
500,0,0
501,0,0
502,0,0
503,0,0
504,1,0
505,1,0
506,1,0
507,2,0
508,8,0
509,12,1
510,12,1
511,17,1
512,19,1
513,19,1
514,31,2
515,34,2
516,45,2
517,56,2
518,68,2
519,79,2
520,97,3
521,128,3
522,158,4
523,266,4
524,301,4
525,387,6
526,387,8
527,502,9
528,589,13
529,690,18
530,745,19
531,820,23
532,1054,27
533,1054,28
534,1133,36
535,1265,39
536,1451,43
537,1451,44
538,1554,48
539,1628,56
540,0,0
541,0,0
542,0,0
543,0,0
544,0,0
545,0,0
546,0,0
547,0,0
548,0,0
549,0,0
550,0,0
551,0,0
552,0,0
553,0,0
554,0,0
555,0,0
556,0,0
557,0,0
558,0,0
559,0,0
560,0,0
561,0,0
562,0,0
563,0,0
564,0,0
565,0,0
566,0,0
567,0,0
568,0,0
569,0,0
570,0,0
571,0,0
572,0,0
573,0,0
574,0,0
575,0,0
576,0,0
577,0,0
578,0,0
579,1,0
580,1,0
581,1,0
582,1,0
583,1,0
584,1,0
585,1,0
586,1,0
587,1,0
588,1,0
589,1,0
590,4,0
591,8,0
592,18,0
593,26,0
594,52,0
595,78,0
596,84,0
597,115,0
598,136,0
599,160,0
600,194,0
601,235,0
602,249,0
603,265,0
604,290,1
605,329,1
606,407,1
607,424,3
608,482,3
609,532,3
610,571,4
611,663,7
612,736,7
613,770,7
614,822,7
615,833,8
616,853,8
617,0,0
618,0,0
619,0,0
620,0,0
621,0,0
622,0,0
623,0,0
624,0,0
625,0,0
626,0,0
627,0,0
628,0,0
629,0,0
630,0,0
631,0,0
632,0,0
633,0,0
634,0,0
635,0,0
636,0,0
637,0,0
638,0,0
639,0,0
640,0,0
641,0,0
642,0,0
643,0,0
644,0,0
645,0,0
646,0,0
647,0,0
648,0,0
649,0,0
650,0,0
651,0,0
652,0,0
653,0,0
654,0,0
655,0,0
656,0,0
657,0,0
658,0,0
659,0,0
660,0,0
661,0,0
662,0,0
663,0,0
664,0,0
665,0,0
666,0,0
667,0,0
668,1,0
669,1,0
670,1,0
671,2,0
672,2,0
673,3,0
674,4,0
675,6,0
676,9,0
677,19,0
678,32,0
679,39,0
680,39,0
681,53,0
682,62,0
683,71,0
684,77,0
685,78,1
686,80,1
687,84,1
688,87,1
689,91,1
690,93,2
691,96,2
692,96,2
693,96,2
694,0,0
695,0,0
696,0,0
697,0,0
698,3,0
699,4,0
700,4,0
701,4,0
702,4,0
703,4,0
704,4,0
705,4,0
706,4,0
707,4,0
708,4,0
709,4,0
710,4,0
711,4,0
712,4,0
713,4,0
714,4,0
715,4,0
716,4,0
717,4,0
718,4,0
719,4,0
720,4,0
721,4,0
722,4,0
723,4,0
724,4,0
725,4,0
726,4,0
727,4,0
728,4,0
729,4,0
730,4,0
731,4,0
732,4,0
733,6,0
734,6,0
735,13,0
736,22,1
737,22,1
738,26,1
739,28,1
740,38,2
741,48,2
742,55,2
743,65,2
744,65,2
745,92,2
746,112,2
747,134,2
748,171,2
749,210,4
750,267,5
751,307,5
752,353,6
753,436,6
754,669,6
755,669,6
756,818,7
757,1029,7
758,1219,7
759,1405,7
760,1617,8
761,1791,8
762,2032,8
763,2032,8
764,2182,9
765,2298,10
766,2389,12
767,2493,12
768,2580,16
769,2637,18
770,2686,21
771,0,0
772,0,0
773,0,0
774,0,0
775,0,0
776,0,0
777,0,0
778,0,0
779,0,0
780,0,0
781,0,0
782,0,0
783,0,0
784,0,0
785,0,0
786,0,0
787,0,0
788,0,0
789,0,0
790,0,0
791,0,0
792,0,0
793,0,0
794,0,0
795,0,0
796,0,0
797,0,0
798,0,0
799,0,0
800,0,0
801,0,0
802,0,0
803,0,0
804,0,0
805,0,0
806,0,0
807,0,0
808,0,0
809,0,0
810,0,0
811,0,0
812,0,0
813,1,0
814,1,0
815,0,0
816,0,0
817,0,0
818,0,0
819,1,0
820,1,0
821,1,0
822,1,0
823,1,0
824,1,0
825,1,0
826,1,0
827,1,0
828,1,0
829,3,0
830,3,0
831,5,0
832,5,0
833,6,0
834,6,0
835,12,0
836,12,0
837,15,0
838,15,0
839,15,0
840,17,0
841,19,0
842,21,0
843,22,0
844,26,0
845,27,0
846,28,0
847,28,0
848,0,0
849,0,0
850,0,0
851,0,0
852,0,0
853,0,0
854,0,0
855,1,0
856,3,0
857,2,0
858,3,0
859,2,0
860,2,0
861,3,0
862,3,0
863,4,0
864,5,0
865,5,0
866,5,0
867,5,0
868,5,0
869,5,0
870,5,0
871,5,0
872,5,0
873,5,0
874,5,0
875,5,0
876,5,0
877,5,0
878,5,0
879,5,0
880,5,0
881,5,0
882,5,0
883,5,0
884,5,0
885,5,0
886,9,0
887,9,0
888,9,0
889,11,0
890,11,0
891,13,0
892,13,0
893,13,0
894,15,0
895,15,0
896,18,0
897,20,0
898,20,0
899,35,0
900,46,0
901,61,0
902,68,0
903,78,0
904,94,0
905,144,0
906,184,0
907,221,0
908,259,0
909,319,0
910,397,0
911,443,0
912,493,1
913,555,1
914,625,1
915,656,2
916,689,2
917,743,2
918,781,2
919,835,4
920,873,4
921,900,4
922,907,4
923,921,4
924,934,4
925,0,0
926,0,0
927,0,0
928,0,0
929,0,0
930,0,0
931,0,0
932,0,0
933,0,0
934,0,0
935,1,0
936,2,0
937,2,0
938,2,0
939,2,0
940,2,0
941,2,0
942,2,0
943,2,0
944,2,0
945,2,0
946,2,0
947,2,0
948,2,0
949,2,0
950,2,0
951,2,0
952,2,0
953,2,0
954,2,0
955,2,0
956,2,0
957,2,0
958,2,0
959,2,0
960,2,0
961,2,0
962,2,0
963,3,0
964,3,0
965,3,0
966,3,0
967,5,0
968,5,0
969,7,0
970,7,0
971,7,0
972,7,0
973,7,0
974,9,0
975,9,0
976,16,0
977,19,0
978,20,0
979,29,0
980,29,0
981,37,0
982,42,0
983,50,0
984,67,0
985,100,0
986,134,0
987,170,0
988,170,0
989,235,0
990,257,0
991,287,0
992,299,0
993,305,0
994,337,0
995,367,0
996,367,0
997,396,0
998,407,0
999,407,0
1000,411,0
1001,411,1
1002,0,0
1003,0,0
1004,0,0
1005,0,0
1006,0,0
1007,0,0
1008,0,0
1009,0,0
1010,0,0
1011,0,0
1012,0,0
1013,0,0
1014,0,0
1015,0,0
1016,0,0
1017,0,0
1018,0,0
1019,0,0
1020,0,0
1021,0,0
1022,0,0
1023,0,0
1024,0,0
1025,0,0
1026,0,0
1027,0,0
1028,0,0
1029,0,0
1030,0,0
1031,0,0
1032,0,0
1033,0,0
1034,0,0
1035,0,0
1036,0,0
1037,0,0
1038,0,0
1039,0,0
1040,0,0
1041,0,0
1042,1,0
1043,1,0
1044,1,0
1045,1,0
1046,1,0
1047,1,0
1048,2,0
1049,2,0
1050,2,0
1051,3,0
1052,3,0
1053,5,0
1054,5,0
1055,6,0
1056,7,0
1057,7,0
1058,10,0
1059,10,0
1060,10,0
1061,16,0
1062,22,0
1063,28,0
1064,28,0
1065,36,0
1066,47,0
1067,47,0
1068,62,0
1069,66,0
1070,66,0
1071,69,1
1072,69,2
1073,72,2
1074,74,2
1075,80,2
1076,82,2
1077,86,2
1078,89,2
1079,0,0
1080,0,0
1081,0,0
1082,0,0
1083,1,0
1084,1,0
1085,1,0
1086,1,0
1087,2,0
1088,3,0
1089,4,0
1090,4,0
1091,4,0
1092,4,0
1093,4,0
1094,4,0
1095,4,0
1096,4,0
1097,4,0
1098,4,0
1099,4,0
1100,4,0
1101,4,0
1102,4,0
1103,4,0
1104,4,0
1105,4,0
1106,4,0
1107,4,0
1108,4,0
1109,4,0
1110,4,0
1111,4,0
1112,4,0
1113,4,0
1114,4,0
1115,4,0
1116,4,0
1117,7,0
1118,7,0
1119,9,0
1120,9,0
1121,10,0
1122,10,0
1123,10,0
1124,11,0
1125,11,0
1126,15,0
1127,18,0
1128,21,0
1129,21,0
1130,36,0
1131,49,0
1132,57,0
1133,71,0
1134,94,0
1135,121,0
1136,121,0
1137,121,0
1138,229,0
1139,355,0
1140,355,0
1141,411,0
1142,466,0
1143,520,3
1144,574,3
1145,685,3
1146,769,4
1147,821,4
1148,917,4
1149,968,4
1150,1036,5
1151,1085,7
1152,1115,8
1153,1135,8
1154,1158,10
1155,1191,11
1156,0,0
1157,0,0
1158,0,0
1159,0,0
1160,0,0
1161,0,0
1162,0,0
1163,0,0
1164,0,0
1165,0,0
1166,0,0
1167,0,0
1168,0,0
1169,0,0
1170,0,0
1171,0,0
1172,0,0
1173,0,0
1174,0,0
1175,0,0
1176,0,0
1177,0,0
1178,0,0
1179,0,0
1180,0,0
1181,0,0
1182,0,0
1183,0,0
1184,0,0
1185,0,0
1186,0,0
1187,0,0
1188,0,0
1189,0,0
1190,0,0
1191,0,0
1192,0,0
1193,0,0
1194,2,0
1195,2,1
1196,2,1
1197,2,1
1198,2,1
1199,3,1
1200,3,1
1201,3,1
1202,3,1
1203,4,1
1204,6,1
1205,9,1
1206,9,1
1207,14,1
1208,17,1
1209,17,1
1210,28,1
1211,31,1
1212,35,1
1213,52,1
1214,64,1
1215,90,1
1216,120,1
1217,140,1
1218,175,1
1219,175,1
1220,231,2
1221,231,2
1222,278,2
1223,311,2
1224,355,2
1225,364,2
1226,392,2
1227,400,2
1228,400,2
1229,436,2
1230,453,3
1231,460,4
1232,460,4
1233,0,0
1234,0,0
1235,0,0
1236,0,0
1237,0,0
1238,0,0
1239,0,0
1240,0,0
1241,0,0
1242,0,0
1243,0,0
1244,0,0
1245,0,0
1246,0,0
1247,0,0
1248,0,0
1249,0,0
1250,0,0
1251,0,0
1252,0,0
1253,0,0
1254,0,0
1255,0,0
1256,0,0
1257,0,0
1258,0,0
1259,0,0
1260,0,0
1261,0,0
1262,0,0
1263,0,0
1264,0,0
1265,0,0
1266,0,0
1267,2,0
1268,2,0
1269,3,0
1270,3,0
1271,9,0
1272,14,0
1273,18,0
1274,21,0
1275,29,0
1276,41,0
1277,55,0
1278,79,0
1279,104,0
1280,131,0
1281,182,0
1282,246,0
1283,302,1
1284,504,1
1285,655,1
1286,860,1
1287,1018,3
1288,1332,3
1289,1646,4
1290,2013,6
1291,2388,6
1292,2814,8
1293,3582,16
1294,4474,21
1295,5283,28
1296,5588,30
1297,6909,49
1298,7657,58
1299,8271,68
1300,8788,86
1301,9618,108
1302,10180,128
1303,10711,146
1304,11129,158
1305,11524,168
1306,11781,186
1307,12051,204
1308,12297,220
1309,12639,243
1310,0,0
1311,0,0
1312,0,0
1313,0,0
1314,0,0
1315,0,0
1316,0,0
1317,0,0
1318,0,0
1319,0,0
1320,0,0
1321,0,0
1322,0,0
1323,0,0
1324,0,0
1325,0,0
1326,0,0
1327,0,0
1328,0,0
1329,0,0
1330,0,0
1331,0,0
1332,0,0
1333,0,0
1334,0,0
1335,0,0
1336,0,0
1337,0,0
1338,0,0
1339,0,0
1340,0,0
1341,0,0
1342,0,0
1343,0,0
1344,0,0
1345,0,0
1346,0,0
1347,0,0
1348,0,0
1349,3,0
1350,3,0
1351,3,0
1352,3,0
1353,6,0
1354,6,0
1355,9,0
1356,9,0
1357,9,0
1358,11,0
1359,11,0
1360,11,0
1361,15,1
1362,15,1
1363,23,1
1364,28,1
1365,28,1
1366,28,1
1367,44,1
1368,44,1
1369,53,1
1370,65,1
1371,72,1
1372,87,1
1373,93,2
1374,122,3
1375,165,3
1376,182,4
1377,209,4
1378,273,4
1379,298,5
1380,359,5
1381,400,5
1382,443,5
1383,521,5
1384,584,7
1385,641,7
1386,717,8
1387,0,0
1388,0,0
1389,0,0
1390,0,0
1391,0,0
1392,0,0
1393,0,0
1394,0,0
1395,0,0
1396,0,0
1397,0,0
1398,0,0
1399,0,0
1400,0,0
1401,0,0
1402,0,0
1403,0,0
1404,0,0
1405,0,0
1406,0,0
1407,0,0
1408,0,0
1409,0,0
1410,0,0
1411,0,0
1412,0,0
1413,0,0
1414,0,0
1415,0,0
1416,0,0
1417,0,0
1418,0,0
1419,0,0
1420,0,0
1421,0,0
1422,0,0
1423,0,0
1424,0,0
1425,0,0
1426,0,0
1427,0,0
1428,0,0
1429,0,0
1430,0,0
1431,0,0
1432,0,0
1433,0,0
1434,0,0
1435,0,0
1436,0,0
1437,0,0
1438,0,0
1439,0,0
1440,0,0
1441,1,0
1442,1,0
1443,1,0
1444,3,0
1445,3,0
1446,4,0
1447,4,0
1448,4,0
1449,5,0
1450,5,0
1451,9,0
1452,10,0
1453,10,0
1454,11,0
1455,14,0
1456,14,0
1457,21,1
1458,24,1
1459,24,1
1460,28,4
1461,28,4
1462,29,5
1463,33,6
1464,0,0
1465,0,0
1466,0,0
1467,0,0
1468,0,0
1469,0,0
1470,0,0
1471,0,0
1472,0,0
1473,0,0
1474,0,0
1475,0,0
1476,0,0
1477,0,0
1478,0,0
1479,0,0
1480,0,0
1481,0,0
1482,0,0
1483,0,0
1484,0,0
1485,0,0
1486,0,0
1487,0,0
1488,0,0
1489,0,0
1490,0,0
1491,0,0
1492,0,0
1493,0,0
1494,0,0
1495,0,0
1496,0,0
1497,1,0
1498,23,0
1499,33,0
1500,33,0
1501,36,0
1502,41,0
1503,47,0
1504,49,0
1505,49,0
1506,52,0
1507,55,0
1508,60,0
1509,85,0
1510,85,0
1511,95,0
1512,110,0
1513,195,0
1514,195,0
1515,195,0
1516,210,0
1517,214,0
1518,214,1
1519,228,1
1520,256,1
1521,278,1
1522,285,1
1523,305,1
1524,334,2
1525,377,2
1526,392,3
1527,419,4
1528,458,4
1529,466,4
1530,476,4
1531,499,4
1532,515,4
1533,567,4
1534,569,4
1535,643,4
1536,672,4
1537,688,4
1538,700,4
1539,756,4
1540,811,5
1541,0,0
1542,0,0
1543,0,0
1544,0,0
1545,0,0
1546,0,0
1547,0,0
1548,0,0
1549,0,0
1550,0,0
1551,0,0
1552,0,0
1553,0,0
1554,0,0
1555,0,0
1556,0,0
1557,0,0
1558,0,0
1559,0,0
1560,0,0
1561,0,0
1562,0,0
1563,0,0
1564,0,0
1565,0,0
1566,0,0
1567,0,0
1568,0,0
1569,0,0
1570,0,0
1571,0,0
1572,0,0
1573,0,0
1574,0,0
1575,0,0
1576,0,0
1577,0,0
1578,0,0
1579,0,0
1580,0,0
1581,0,0
1582,0,0
1583,0,0
1584,0,0
1585,0,0
1586,0,0
1587,3,0
1588,3,0
1589,3,0
1590,3,0
1591,3,0
1592,3,0
1593,3,0
1594,5,0
1595,8,0
1596,10,0
1597,14,1
1598,17,1
1599,20,1
1600,25,2
1601,27,2
1602,33,3
1603,39,4
1604,39,5
1605,44,5
1606,48,5
1607,48,5
1608,48,5
1609,49,5
1610,51,5
1611,54,6
1612,56,6
1613,61,6
1614,70,8
1615,88,9
1616,123,12
1617,164,17
1618,0,0
1619,0,0
1620,0,0
1621,0,0
1622,0,0
1623,0,0
1624,0,0
1625,0,0
1626,0,0
1627,0,0
1628,0,0
1629,0,0
1630,0,0
1631,0,0
1632,0,0
1633,0,0
1634,0,0
1635,0,0
1636,0,0
1637,0,0
1638,0,0
1639,0,0
1640,0,0
1641,0,0
1642,0,0
1643,0,0
1644,0,0
1645,0,0
1646,0,0
1647,0,0
1648,0,0
1649,0,0
1650,0,0
1651,0,0
1652,0,0
1653,0,0
1654,0,0
1655,0,0
1656,0,0
1657,0,0
1658,0,0
1659,0,0
1660,0,0
1661,0,0
1662,0,0
1663,0,0
1664,0,0
1665,0,0
1666,0,0
1667,0,0
1668,0,0
1669,0,0
1670,0,0
1671,0,0
1672,0,0
1673,2,0
1674,2,0
1675,5,0
1676,5,0
1677,6,0
1678,14,0
1679,17,0
1680,18,0
1681,18,0
1682,18,0
1683,24,0
1684,26,0
1685,33,0
1686,33,0
1687,34,0
1688,34,0
1689,46,0
1690,51,0
1691,52,0
1692,56,1
1693,60,2
1694,63,3
1695,0,0
1696,0,0
1697,0,0
1698,0,0
1699,0,0
1700,0,0
1701,0,0
1702,0,0
1703,0,0
1704,0,0
1705,0,0
1706,0,0
1707,0,0
1708,0,0
1709,0,0
1710,0,0
1711,0,0
1712,0,0
1713,0,0
1714,0,0
1715,0,0
1716,0,0
1717,0,0
1718,0,0
1719,0,0
1720,0,0
1721,0,0
1722,0,0
1723,0,0
1724,0,0
1725,0,0
1726,0,0
1727,0,0
1728,0,0
1729,0,0
1730,0,0
1731,0,0
1732,1,0
1733,1,0
1734,1,0
1735,1,0
1736,1,0
1737,6,0
1738,6,0
1739,6,0
1740,6,0
1741,6,0
1742,6,0
1743,9,0
1744,9,0
1745,12,0
1746,27,0
1747,27,0
1748,27,0
1749,36,0
1750,36,0
1751,51,0
1752,51,0
1753,69,0
1754,76,0
1755,76,0
1756,81,0
1757,81,0
1758,86,0
1759,86,0
1760,94,0
1761,94,0
1762,94,0
1763,152,0
1764,152,1
1765,163,2
1766,304,4
1767,351,4
1768,440,5
1769,562,8
1770,700,13
1771,861,13
1772,0,0
1773,0,0
1774,0,0
1775,0,0
1776,0,0
1777,0,0
1778,0,0
1779,0,0
1780,0,0
1781,0,0
1782,0,0
1783,0,0
1784,0,0
1785,1,0
1786,1,0
1787,1,0
1788,1,0
1789,1,0
1790,1,0
1791,1,0
1792,1,0
1793,1,0
1794,1,0
1795,1,0
1796,1,0
1797,1,0
1798,1,0
1799,1,0
1800,1,0
1801,1,0
1802,1,0
1803,1,0
1804,1,0
1805,1,0
1806,1,0
1807,1,0
1808,1,0
1809,1,0
1810,1,0
1811,2,0
1812,8,0
1813,13,0
1814,23,0
1815,50,0
1816,109,0
1817,169,0
1818,200,0
1819,239,0
1820,267,0
1821,314,3
1822,314,3
1823,559,3
1824,689,4
1825,886,4
1826,1058,5
1827,1243,10
1828,1486,14
1829,1795,21
1830,2257,37
1831,2815,67
1832,3401,75
1833,3743,88
1834,4269,122
1835,4937,178
1836,6235,220
1837,7284,289
1838,9134,353
1839,10836,431
1840,11899,513
1841,12775,705
1842,13964,828
1843,15348,1011
1844,16770,1143
1845,18431,1283
1846,19691,1447
1847,20814,1632
1848,22194,2035
1849,0,0
1850,0,0
1851,0,0
1852,0,0
1853,0,0
1854,0,0
1855,0,0
1856,0,0
1857,0,0
1858,0,0
1859,0,0
1860,0,0
1861,0,0
1862,0,0
1863,0,0
1864,0,0
1865,0,0
1866,0,0
1867,0,0
1868,0,0
1869,0,0
1870,0,0
1871,0,0
1872,0,0
1873,0,0
1874,0,0
1875,0,0
1876,0,0
1877,0,0
1878,0,0
1879,0,0
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,1,0
1911,1,0
1912,2,0
1913,2,0
1914,2,0
1915,2,0
1916,2,0
1917,3,0
1918,3,0
1919,3,0
1920,3,0
1921,4,0
1922,4,0
1923,5,0
1924,7,1
1925,7,1
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,0,0
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,1,0
1981,1,0
1982,2,0
1983,2,0
1984,2,0
1985,2,0
1986,2,0
1987,5,0
1988,6,0
1989,6,0
1990,6,0
1991,6,0
1992,6,0
1993,6,0
1994,6,0
1995,9,0
1996,13,0
1997,13,0
1998,16,0
1999,16,0
2000,22,0
2001,26,1
2002,26,1
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
2020,0,0
2021,0,0
2022,0,0
2023,0,0
2024,0,0
2025,0,0
2026,0,0
2027,0,0
2028,0,0
2029,0,0
2030,0,0
2031,0,0
2032,0,0
2033,0,0
2034,0,0
2035,0,0
2036,0,0
2037,0,0
2038,0,0
2039,0,0
2040,0,0
2041,0,0
2042,0,0
2043,0,0
2044,0,0
2045,0,0
2046,0,0
2047,1,0
2048,1,0
2049,1,0
2050,1,0
2051,1,0
2052,1,0
2053,1,0
2054,1,0
2055,1,0
2056,1,0
2057,1,0
2058,1,0
2059,1,0
2060,1,0
2061,2,0
2062,2,0
2063,2,0
2064,2,0
2065,2,0
2066,2,0
2067,2,0
2068,3,0
2069,3,0
2070,4,0
2071,4,0
2072,4,0
2073,4,0
2074,5,0
2075,5,0
2076,5,0
2077,5,0
2078,5,0
2079,5,0
2080,0,0
2081,0,0
2082,0,0
2083,0,0
2084,0,0
2085,0,0
2086,0,0
2087,0,0
2088,0,0
2089,0,0
2090,0,0
2091,0,0
2092,0,0
2093,0,0
2094,0,0
2095,0,0
2096,0,0
2097,0,0
2098,0,0
2099,0,0
2100,0,0
2101,0,0
2102,0,0
2103,0,0
2104,0,0
2105,0,0
2106,0,0
2107,0,0
2108,0,0
2109,0,0
2110,0,0
2111,0,0
2112,0,0
2113,0,0
2114,0,0
2115,0,0
2116,0,0
2117,0,0
2118,0,0
2119,0,0
2120,0,0
2121,0,0
2122,0,0
2123,0,0
2124,0,0
2125,0,0
